rank	word	occurrences	heuristic_group
70479	биәләмәләре	1	lower_lexical_3plus
70480	биәләмәһендә	1	lower_lexical_3plus
70481	бйләнештәр	1	lower_lexical_3plus
70482	бйт	1	lower_lexical_3plus
70483	бйынса	1	lower_lexical_3plus
70484	бкк	1	lower_lexical_3plus
70485	бла	1	lower_lexical_3plus
70486	благо	1	lower_lexical_3plus
70487	благоварҙар	1	lower_lexical_3plus
70488	благоварҙарҙың	1	lower_lexical_3plus
70489	благоверная	1	lower_lexical_3plus
70490	благовещение	1	lower_lexical_3plus
70491	благоволят	1	lower_lexical_3plus
70492	благодарим	1	lower_lexical_3plus
70493	благое	1	lower_lexical_3plus
70494	благородиеңды	1	lower_lexical_3plus
70495	благородия	1	lower_lexical_3plus
70496	благородияһы	1	lower_lexical_3plus
70497	благородная	1	lower_lexical_3plus
70498	благочиниелары	1	lower_lexical_3plus
70499	благочинныйҙарҙың	1	lower_lexical_3plus
70500	блажения	1	lower_lexical_3plus
70501	блаженный	1	lower_lexical_3plus
70502	блаженныйҙар	1	lower_lexical_3plus
70503	блаженство	1	lower_lexical_3plus
70504	блазарҙар	1	lower_lexical_3plus
70505	блалар	1	lower_lexical_3plus
70506	бланкалары	1	lower_lexical_3plus
70507	бланкаларында	1	lower_lexical_3plus
70508	бланкаһы	1	lower_lexical_3plus
70509	бланкаһында	1	lower_lexical_3plus
70510	бланктары	1	lower_lexical_3plus
70511	бланктарҙа	1	lower_lexical_3plus
70512	бланкты	1	lower_lexical_3plus
70513	бланкыһында	1	lower_lexical_3plus
70514	бластокладия	1	lower_lexical_3plus
70515	бластомерҙарҙың	1	lower_lexical_3plus
70516	бластомицеттар	1	lower_lexical_3plus
70517	бластомоген	1	lower_lexical_3plus
70518	бластос	1	lower_lexical_3plus
70519	блдары	1	lower_lexical_3plus
70520	блды	1	lower_lexical_3plus
70521	бледнеет	1	lower_lexical_3plus
70522	блейд-серверы	1	lower_hyphenated
70523	блестя	1	lower_lexical_3plus
70524	блефарит	1	lower_lexical_3plus
70525	блефароконъюнктивиты	1	lower_lexical_3plus
70526	блефароптоз	1	lower_lexical_3plus
70527	блефароптозды	1	lower_lexical_3plus
70528	блещет	1	lower_lexical_3plus
70529	блеү	1	lower_lexical_3plus
70530	ближайшим	1	lower_lexical_3plus
70531	ближе	1	lower_lexical_3plus
70532	ближнему	1	lower_lexical_3plus
70533	близкое	1	lower_lexical_3plus
70534	близнецы	1	lower_lexical_3plus
70535	близорукость	1	lower_lexical_3plus
70536	блинд	1	lower_lexical_3plus
70537	блинкер	1	lower_lexical_3plus
70538	блистер	1	lower_lexical_3plus
70539	блистерҙарҙы	1	lower_lexical_3plus
70540	блкадаһында	1	lower_lexical_3plus
70541	блоггинг	1	lower_lexical_3plus
70542	блоггингҡа	1	lower_lexical_3plus
70543	блок-сополимер	1	lower_hyphenated
70544	блок-сополимерҙарҙы	1	lower_hyphenated
70545	блок-хаустар	1	lower_hyphenated
70546	блок-һаузы	1	lower_hyphenated
70547	блока	1	lower_lexical_3plus
70548	блокаторҙар	1	lower_lexical_3plus
70549	блокаторҙары	1	lower_lexical_3plus
70550	блокировкалы	1	lower_lexical_3plus
70551	блокланы	1	lower_lexical_3plus
70552	блоклап	1	lower_lexical_3plus
70553	блокпостҡа	1	lower_lexical_3plus
70554	блоксополимер	1	lower_lexical_3plus
70555	блоксополимеры	1	lower_lexical_3plus
70556	блоксополимерҙары	1	lower_lexical_3plus
70557	блоксополимерҙарҙан	1	lower_lexical_3plus
70558	блоксополимерҙарҙың	1	lower_lexical_3plus
70559	блокчейн	1	lower_lexical_3plus
70560	блокһауз	1	lower_lexical_3plus
70561	блондинка	1	lower_lexical_3plus
70562	блудного	1	lower_lexical_3plus
70563	блузондары	1	lower_lexical_3plus
70564	блы	1	lower_lexical_3plus
70565	блюдалар	1	lower_lexical_3plus
70566	блюдо	1	lower_lexical_3plus
70567	блюз-комедия	1	lower_hyphenated
70568	блюздан	1	lower_lexical_3plus
70569	блюздың	1	lower_lexical_3plus
70570	бләкәй	1	lower_lexical_3plus
70571	бләүәт	1	lower_lexical_3plus
70572	бнреп	1	lower_lexical_3plus
70573	бо-йоролдо	1	lower_hyphenated
70574	бо-от	1	lower_hyphenated
70575	боЛғаНы	1	lower_lexical_3plus
70576	боб-дүртлеге	1	lower_hyphenated
70577	бобасына	1	lower_lexical_3plus
70578	бобровых	1	lower_lexical_3plus
70579	бобылдәренең	1	lower_lexical_3plus
70580	бобылдәренә	1	lower_lexical_3plus
70581	бобылдәренән	1	lower_lexical_3plus
70582	бобылдәрҙе	1	lower_lexical_3plus
70583	бобыли	1	lower_lexical_3plus
70584	бобылях	1	lower_lexical_3plus
70585	боверия	1	lower_lexical_3plus
70586	боверияһы	1	lower_lexical_3plus
70587	бог	1	lower_lexical_3plus
70588	богадельня	1	lower_lexical_3plus
70589	богами	1	lower_lexical_3plus
70590	богатое	1	lower_lexical_3plus
70591	богатству	1	lower_lexical_3plus
70592	богатый	1	lower_lexical_3plus
70593	богатым	1	lower_lexical_3plus
70594	богатырей	1	lower_lexical_3plus
70595	богатыри	1	lower_lexical_3plus
70596	богатырские	1	lower_lexical_3plus
70597	богатыря	1	lower_lexical_3plus
70598	богатырях	1	lower_lexical_3plus
70599	боги	1	lower_lexical_3plus
70600	богиня	1	lower_lexical_3plus
70601	богоматеры	1	lower_lexical_3plus
70602	богон	1	lower_lexical_3plus
70603	богословского	1	lower_lexical_3plus
70604	богослужение	1	lower_lexical_3plus
70605	бод	1	lower_lexical_3plus
70606	бодро	1	lower_lexical_3plus
70607	бодрой	1	lower_lexical_3plus
70608	боев	1	lower_lexical_3plus
70609	боевого	1	lower_lexical_3plus
70610	боевохутор	1	lower_lexical_3plus
70611	боевым	1	lower_lexical_3plus
70612	божья	1	lower_lexical_3plus
70613	боззан	1	lower_lexical_3plus
70614	боингында	1	lower_lexical_3plus
70615	бой-роҡ	1	lower_hyphenated
70616	бойка	1	lower_lexical_3plus
70617	бойкая	1	lower_lexical_3plus
70618	бойнум	1	lower_lexical_3plus
70619	бойомо	1	lower_lexical_3plus
70620	бойондороклоғо	1	lower_lexical_3plus
70621	бойондороҡлоҡто	1	lower_lexical_3plus
70622	бойораҫың	1	lower_lexical_3plus
70623	бойораһыңмы	1	lower_lexical_3plus
70624	бойороуым	1	lower_lexical_3plus
70625	бойороуын	1	lower_lexical_3plus
70626	бойороуына	1	lower_lexical_3plus
70627	бойороуығыҙ	1	lower_lexical_3plus
70628	бойороуығыҙҙы	1	lower_lexical_3plus
70629	бойорош	1	lower_lexical_3plus
70630	бойороҡһоҙлоғон	1	lower_lexical_3plus
70631	бойорсҡ	1	lower_lexical_3plus
70632	бойоғобораҡ	1	lower_lexical_3plus
70633	бойоҡторғос	1	lower_lexical_3plus
70634	бойцов	1	lower_lexical_3plus
70635	бойын	1	lower_lexical_3plus
70636	бойҙайһәм	1	lower_lexical_3plus
70637	бойҙандың	1	lower_lexical_3plus
70638	бойһонамы	1	lower_lexical_3plus
70639	бойһонмаған	1	lower_lexical_3plus
70640	бойһоноп	1	lower_lexical_3plus
70641	бойһоноу	1	lower_lexical_3plus
70642	бойһоноуы	1	lower_lexical_3plus
70643	бокса	1	lower_lexical_3plus
70644	болалалары	1	lower_lexical_3plus
70645	боларыш	1	lower_lexical_3plus
70646	боларышта	1	lower_lexical_3plus
70647	боларыштары	1	lower_lexical_3plus
70648	болауыҡ	1	lower_lexical_3plus
70649	болгаради	1	lower_lexical_3plus
70650	болеет	1	lower_lexical_3plus
70651	болезней	1	lower_lexical_3plus
70652	болет	1	lower_lexical_3plus
70653	боли	1	lower_lexical_3plus
70654	болизмдың	1	lower_lexical_3plus
70655	болотлоҡ	1	lower_lexical_3plus
70656	болотлоҡтоң	1	lower_lexical_3plus
70657	болотоход	1	lower_lexical_3plus
70658	болотсоҡ	1	lower_lexical_3plus
70659	болоҡторҙо	1	lower_lexical_3plus
70660	болоҡһойҙор	1	lower_lexical_3plus
70661	болоҡһоуың	1	lower_lexical_3plus
70662	болоҡһоуҙы	1	lower_lexical_3plus
70663	болтунға	1	lower_lexical_3plus
70664	больверкка	1	lower_lexical_3plus
70665	больверкынан	1	lower_lexical_3plus
70666	больна	1	lower_lexical_3plus
70667	больниңала	1	lower_lexical_3plus
70668	больниңанан	1	lower_lexical_3plus
70669	больниңаһына	1	lower_lexical_3plus
70670	большак	1	lower_lexical_3plus
70671	большевиге	1	lower_lexical_3plus
70672	большевизма	1	lower_lexical_3plus
70673	большевизмом	1	lower_lexical_3plus
70674	большевиками	1	lower_lexical_3plus
70675	большевикланып	1	lower_lexical_3plus
70676	большевиклашыуы	1	lower_lexical_3plus
70677	большевиков	1	lower_lexical_3plus
70678	большевичка	1	lower_lexical_3plus
70679	большие	1	lower_lexical_3plus
70680	большим	1	lower_lexical_3plus
70681	большого	1	lower_lexical_3plus
70682	болью	1	lower_lexical_3plus
70683	болғамаһынан	1	lower_lexical_3plus
70684	болғанлата	1	lower_lexical_3plus
70685	болғаныштар	1	lower_lexical_3plus
70686	болғаныштарынан	1	lower_lexical_3plus
70687	болғаныштарҙы	1	lower_lexical_3plus
70688	болғанышында	1	lower_lexical_3plus
70689	болғарадие	1	lower_lexical_3plus
70690	болғаслап	1	lower_lexical_3plus
70691	бомбами	1	lower_lexical_3plus
70692	бомбикол	1	lower_lexical_3plus
70693	бомболюк	1	lower_lexical_3plus
70694	бомбометная	1	lower_lexical_3plus
70695	бомбометтар	1	lower_lexical_3plus
70696	бонапартсы	1	lower_lexical_3plus
70697	бонатлы	1	lower_lexical_3plus
70698	бонитировкаланған	1	lower_lexical_3plus
70699	бонитировкалауға	1	lower_lexical_3plus
70700	бонитировкалауҙың	1	lower_lexical_3plus
70701	бонитировкалағанда	1	lower_lexical_3plus
70702	бонкротлыҡ	1	lower_lexical_3plus
70703	бонус-малус	1	lower_hyphenated
70704	боприпастар	1	lower_lexical_3plus
70705	боразол	1	lower_lexical_3plus
70706	боразон	1	lower_lexical_3plus
70707	борамдашым	1	lower_lexical_3plus
70708	боранғол	1	lower_lexical_3plus
70709	боратлы	1	lower_lexical_3plus
70710	борек	1	lower_lexical_3plus
70711	боренсе	1	lower_lexical_3plus
70712	борец-көрәшсе	1	lower_hyphenated
70713	борза	1	lower_lexical_3plus
70714	боридының	1	lower_lexical_3plus
70715	борки	1	lower_lexical_3plus
70716	борлорға	1	lower_lexical_3plus
70717	бормалы-сырмалы	1	lower_hyphenated
70718	борнодатолит	1	lower_lexical_3plus
70719	боробораҡ	1	lower_lexical_3plus
70720	бороду	1	lower_lexical_3plus
70721	боролоуым	1	lower_lexical_3plus
70722	боролоуынан	1	lower_lexical_3plus
70723	боролоуҙың	1	lower_lexical_3plus
70724	борона	1	lower_lexical_3plus
70725	боронда	1	lower_lexical_3plus
70726	борондағы	1	lower_lexical_3plus
70727	борондо	1	lower_lexical_3plus
70728	боронғонлоҡҡа	1	lower_lexical_3plus
70729	боросиликатлы	1	lower_lexical_3plus
70730	боросомай	1	lower_lexical_3plus
70731	бороулы	1	lower_lexical_3plus
70732	бороуыбыҙ	1	lower_lexical_3plus
70733	бороуым	1	lower_lexical_3plus
70734	бороуҙы	1	lower_lexical_3plus
70735	бороңғо	1	lower_lexical_3plus
70736	боррелийҙар	1	lower_lexical_3plus
70737	борсаҡның	1	lower_lexical_3plus
70738	борсаҡтын	1	lower_lexical_3plus
70739	борсаҡтыҡынмы	1	lower_lexical_3plus
70740	борсоло-уын	1	lower_hyphenated
70741	борсолоуыбыҙҙы	1	lower_lexical_3plus
70742	борсолоуым	1	lower_lexical_3plus
70743	борсолоуымдың	1	lower_lexical_3plus
70744	борсолоуынан	1	lower_lexical_3plus
70745	борсолоуығыҙҙы	1	lower_lexical_3plus
70746	борсолоуың	1	lower_lexical_3plus
70747	борсолоуыңды	1	lower_lexical_3plus
70748	борсолоуҙыр	1	lower_lexical_3plus
70749	борсоуым	1	lower_lexical_3plus
70750	бортмеханигын	1	lower_lexical_3plus
70751	бортмеханик	1	lower_lexical_3plus
70752	бортных	1	lower_lexical_3plus
70753	бортоҙатыусылар	1	lower_lexical_3plus
70754	бортпроводиниктар	1	lower_lexical_3plus
70755	борхолдата	1	lower_lexical_3plus
70756	борхотоуын	1	lower_lexical_3plus
70757	борчлуду	1	lower_lexical_3plus
70758	боршаланды	1	lower_lexical_3plus
70759	боршолдата	1	lower_lexical_3plus
70760	боршолдатты	1	lower_lexical_3plus
70761	боршоҡ	1	lower_lexical_3plus
70762	борьбу	1	lower_lexical_3plus
70763	борьбы	1	lower_lexical_3plus
70764	борғалап	1	lower_lexical_3plus
70765	борғослана	1	lower_lexical_3plus
70766	борғосланған	1	lower_lexical_3plus
70767	босан	1	lower_lexical_3plus
70768	босблей	1	lower_lexical_3plus
70769	босма	1	lower_lexical_3plus
70770	босний	1	lower_lexical_3plus
70771	босса	1	lower_lexical_3plus
70772	ботай-һатай	1	lower_hyphenated
70773	ботане	1	lower_lexical_3plus
70774	ботанике	1	lower_lexical_3plus
70775	ботанических	1	lower_lexical_3plus
70776	ботанэ	1	lower_lexical_3plus
70777	ботах	1	lower_lexical_3plus
70778	ботаҡ-һатаҡты	1	lower_hyphenated
70779	ботаҡсалары	1	lower_lexical_3plus
70780	ботинки	1	lower_lexical_3plus
70781	боткинский	1	lower_lexical_3plus
70782	ботокуд-тар	1	lower_hyphenated
70783	ботондағы	1	lower_lexical_3plus
70784	ботондағыһы	1	lower_lexical_3plus
70785	ботоҡайҙарына	1	lower_lexical_3plus
70786	ботриоцефалёз	1	lower_lexical_3plus
70787	ботритис	1	lower_lexical_3plus
70788	ботулиник	1	lower_lexical_3plus
70789	ботфордтар	1	lower_lexical_3plus
70790	ботэ	1	lower_lexical_3plus
70791	боулдерфест	1	lower_lexical_3plus
70792	боулингка	1	lower_lexical_3plus
70793	боулингта	1	lower_lexical_3plus
70794	боулингты	1	lower_lexical_3plus
70795	боулингҡа	1	lower_lexical_3plus
70796	боумен	1	lower_lexical_3plus
70797	бох	1	lower_lexical_3plus
70798	бохара	1	lower_lexical_3plus
70799	бохаралылар	1	lower_lexical_3plus
70800	бошан	1	lower_lexical_3plus
70801	бошман-һыуын-Ҡ	1	lower_hyphenated
70802	бошмаҡ	1	lower_lexical_3plus
70803	бошондорғос	1	lower_lexical_3plus
70804	бошоноуҙы	1	lower_lexical_3plus
70805	бошонҡолатып	1	lower_lexical_3plus
70806	бошоуынан	1	lower_lexical_3plus
70807	бошоуҙы	1	lower_lexical_3plus
70808	боюн	1	lower_lexical_3plus
70809	боя	1	lower_lexical_3plus
70810	боян	1	lower_lexical_3plus
70811	бояр	1	lower_lexical_3plus
70812	боярские	1	lower_lexical_3plus
70813	бояться	1	lower_lexical_3plus
70814	боғанаҡ	1	lower_lexical_3plus
70815	боҙағыҙ	1	lower_lexical_3plus
70816	боҙаһын	1	lower_lexical_3plus
70817	боҙаһығыҙмы	1	lower_lexical_3plus
70818	боҙимсәктәрҙе	1	lower_lexical_3plus
70819	боҙобораҡ	1	lower_lexical_3plus
70820	боҙолобораҡ	1	lower_lexical_3plus
70821	боҙолоуһыҙ	1	lower_lexical_3plus
70822	боҙолошоуыбыҙҙа	1	lower_lexical_3plus
70823	боҙолғанлығын	1	lower_lexical_3plus
70824	боҙолғанлыҡтандыр	1	lower_lexical_3plus
70825	боҙорлоҡ	1	lower_lexical_3plus
70826	боҙоуым	1	lower_lexical_3plus
70827	боҙоуымды	1	lower_lexical_3plus
70828	боҙоуың	1	lower_lexical_3plus
70829	боҙтауҙы	1	lower_lexical_3plus
70830	боҙғалаҡланы	1	lower_lexical_3plus
70831	боҙҙорттоң	1	lower_lexical_3plus
70832	боҙҡаҙыҡтар	1	lower_lexical_3plus
70833	боҫорап	1	lower_lexical_3plus
70834	боҫтор-малар	1	lower_hyphenated
70835	боҫтормала	1	lower_lexical_3plus
70836	боҫтормаларҙан	1	lower_lexical_3plus
70837	бр-р-р	1	lower_hyphenated
70838	бра-зилиялар	1	lower_hyphenated
70839	бравление	1	lower_lexical_3plus
70840	бравого	1	lower_lexical_3plus
70841	браздаңды	1	lower_lexical_3plus
70842	браздаһы	1	lower_lexical_3plus
70843	бразилдар	1	lower_lexical_3plus
70844	бразилия	1	lower_lexical_3plus
70845	бразиялар	1	lower_lexical_3plus
70846	брака	1	lower_lexical_3plus
70847	браковщик	1	lower_lexical_3plus
70848	бракҡа	1	lower_lexical_3plus
70849	брал	1	lower_lexical_3plus
70850	брался	1	lower_lexical_3plus
70851	брам-стеньга	1	lower_hyphenated
70852	браминдан	1	lower_lexical_3plus
70853	браминдар	1	lower_lexical_3plus
70854	браминдарҙың	1	lower_lexical_3plus
70855	брандмайор	1	lower_lexical_3plus
70856	брандмауэрҙың	1	lower_lexical_3plus
70857	бранль	1	lower_lexical_3plus
70858	браслети	1	lower_lexical_3plus
70859	браслетына	1	lower_lexical_3plus
70860	брассиностероидтар	1	lower_lexical_3plus
70861	братан	1	lower_lexical_3plus
70862	братание	1	lower_lexical_3plus
70863	братаниены	1	lower_lexical_3plus
70864	братишкаһы	1	lower_lexical_3plus
70865	братия	1	lower_lexical_3plus
70866	братоктар	1	lower_lexical_3plus
70867	братские	1	lower_lexical_3plus
70868	братский	1	lower_lexical_3plus
70869	братской	1	lower_lexical_3plus
70870	братстве	1	lower_lexical_3plus
70871	братство	1	lower_lexical_3plus
70872	братцы-кролики	1	lower_hyphenated
70873	братчинаға	1	lower_lexical_3plus
70874	братын	1	lower_lexical_3plus
70875	братьям	1	lower_lexical_3plus
70876	братьях	1	lower_lexical_3plus
70877	братҡа	1	lower_lexical_3plus
70878	браулёз	1	lower_lexical_3plus
70879	браунингтан	1	lower_lexical_3plus
70880	браунит	1	lower_lexical_3plus
70881	браунит-гаусманитлы	1	lower_hyphenated
70882	брахиактис	1	lower_lexical_3plus
70883	брахиантиклиналь	1	lower_lexical_3plus
70884	брахиоданио	1	lower_lexical_3plus
70885	брахитеций	1	lower_lexical_3plus
70886	брежневлы	1	lower_lexical_3plus
70887	брейк	1	lower_lexical_3plus
70888	брейк-бейеү	1	lower_hyphenated
70889	брекситтың	1	lower_lexical_3plus
70890	брекчиялар	1	lower_lexical_3plus
70891	брекчиялары	1	lower_lexical_3plus
70892	брекчияларға	1	lower_lexical_3plus
70893	брелоктар	1	lower_lexical_3plus
70894	брендбуг	1	lower_lexical_3plus
70895	брендбугын	1	lower_lexical_3plus
70896	брендингы	1	lower_lexical_3plus
70897	брендингылау	1	lower_lexical_3plus
70898	брендиға	1	lower_lexical_3plus
70899	брендиҙың	1	lower_lexical_3plus
70900	брент	1	lower_lexical_3plus
70901	бреһе	1	lower_lexical_3plus
70902	брига	1	lower_lexical_3plus
70903	бригадалауларҙы	1	lower_lexical_3plus
70904	бригадары	1	lower_lexical_3plus
70905	бригадиректор	1	lower_lexical_3plus
70906	бригадирҙәр	1	lower_lexical_3plus
70907	бригадой	1	lower_lexical_3plus
70908	бризант	1	lower_lexical_3plus
70909	брикашшигы	1	lower_lexical_3plus
70910	брикашшик	1	lower_lexical_3plus
70911	брильянт	1	lower_lexical_3plus
70912	бриобергәлектәренең	1	lower_lexical_3plus
70913	бриология	1	lower_lexical_3plus
70914	бриофиллюм	1	lower_lexical_3plus
70915	бриофиллюмды	1	lower_lexical_3plus
70916	бриофлораны	1	lower_lexical_3plus
70917	бриофлораһы	1	lower_lexical_3plus
70918	бриофлораһын	1	lower_lexical_3plus
70919	британ-көньяҡ	1	lower_hyphenated
70920	британдар	1	lower_lexical_3plus
70921	бритоны	1	lower_lexical_3plus
70922	бриттар	1	lower_lexical_3plus
70923	брифингтары	1	lower_lexical_3plus
70924	брифингтың	1	lower_lexical_3plus
70925	брлыҡҡа	1	lower_lexical_3plus
70926	бро-мидтары	1	lower_hyphenated
70927	брови	1	lower_lexical_3plus
70928	брода	1	lower_lexical_3plus
70929	бродират	1	lower_lexical_3plus
70930	бродяг	1	lower_lexical_3plus
70931	бромаргирит	1	lower_lexical_3plus
70932	броматы	1	lower_lexical_3plus
70933	бромелияла	1	lower_lexical_3plus
70934	бромелиялар	1	lower_lexical_3plus
70935	бромид	1	lower_lexical_3plus
70936	бромидтары	1	lower_lexical_3plus
70937	бромидтарҙан	1	lower_lexical_3plus
70938	бромидтарҙы	1	lower_lexical_3plus
70939	бромос	1	lower_lexical_3plus
70940	бромуридин	1	lower_lexical_3plus
70941	бронебойныйҙарын	1	lower_lexical_3plus
70942	броневагон	1	lower_lexical_3plus
70943	бронежилетта	1	lower_lexical_3plus
70944	бронежилеттарҙа	1	lower_lexical_3plus
70945	бронежилетты	1	lower_lexical_3plus
70946	бронежилеты	1	lower_lexical_3plus
70947	бронекатерҙы	1	lower_lexical_3plus
70948	бронекатерҙың	1	lower_lexical_3plus
70949	бронемашиналар	1	lower_lexical_3plus
70950	бронеотряд	1	lower_lexical_3plus
70951	бронепаровоз	1	lower_lexical_3plus
70952	бронетанковый	1	lower_lexical_3plus
70953	бронетехникаһы	1	lower_lexical_3plus
70954	бронетехникаһын	1	lower_lexical_3plus
70955	бронетранспортёры	1	lower_lexical_3plus
70956	бронетранспортёрҙар	1	lower_lexical_3plus
70957	бронетөркөмөндә	1	lower_lexical_3plus
70958	бронечастарҙан	1	lower_lexical_3plus
70959	брониктары	1	lower_lexical_3plus
70960	бронниктар	1	lower_lexical_3plus
70961	бронниктары	1	lower_lexical_3plus
70962	бронхалар	1	lower_lexical_3plus
70963	бронхиолаларҙан	1	lower_lexical_3plus
70964	бронхоген	1	lower_lexical_3plus
70965	бронхопневмония	1	lower_lexical_3plus
70966	бронхопневмонияһын	1	lower_lexical_3plus
70967	бронхоэктатик	1	lower_lexical_3plus
70968	броняланған	1	lower_lexical_3plus
70969	бросает	1	lower_lexical_3plus
70970	бросайте	1	lower_lexical_3plus
70971	бросал	1	lower_lexical_3plus
70972	бросоктарҙа	1	lower_lexical_3plus
70973	брохис	1	lower_lexical_3plus
70974	брустан	1	lower_lexical_3plus
70975	брустарға	1	lower_lexical_3plus
70976	брустшмук	1	lower_lexical_3plus
70977	бруттоһәм	1	lower_lexical_3plus
70978	бруцеллинлы	1	lower_lexical_3plus
70979	бруцеллёзы	1	lower_lexical_3plus
70980	брыстарҙы	1	lower_lexical_3plus
70981	брэйн-ринг	1	lower_hyphenated
70982	брэндбук	1	lower_lexical_3plus
70983	брэнды	1	lower_lexical_3plus
70984	брюк	1	lower_lexical_3plus
70985	брюки	1	lower_lexical_3plus
70986	брюмерына	1	lower_lexical_3plus
70987	брюмерында	1	lower_lexical_3plus
70988	брюмерҙағы	1	lower_lexical_3plus
70989	брюха	1	lower_lexical_3plus
70990	брҙ	1	lower_lexical_3plus
70991	бсих	1	lower_lexical_3plus
70992	бтрә	1	lower_lexical_3plus
70993	бу-лырға	1	lower_hyphenated
70994	бу-ушҡа	1	lower_hyphenated
70995	бу-яныуын	1	lower_hyphenated
70996	бубий	1	lower_lexical_3plus
70997	був	1	lower_lexical_3plus
70998	бугель	1	lower_lexical_3plus
70999	бугенвиллия	1	lower_lexical_3plus
71000	буглосоидес	1	lower_lexical_3plus
71001	буддист	1	lower_lexical_3plus
71002	буддистарҙың	1	lower_lexical_3plus
71003	буденный	1	lower_lexical_3plus
71004	буденовкаһын	1	lower_lexical_3plus
71005	буденовсылар	1	lower_lexical_3plus
71006	будите	1	lower_lexical_3plus
71007	будиш	1	lower_lexical_3plus
71008	буднично	1	lower_lexical_3plus
71009	будуарын	1	lower_lexical_3plus
71010	будуарында	1	lower_lexical_3plus
71011	будун	1	lower_lexical_3plus
71012	будунға	1	lower_lexical_3plus
71013	будуць	1	lower_lexical_3plus
71014	будущей	1	lower_lexical_3plus
71015	будущем	1	lower_lexical_3plus
71016	буды	1	lower_lexical_3plus
71017	будырып	1	lower_lexical_3plus
71018	будырырға	1	lower_lexical_3plus
71019	буз	1	lower_lexical_3plus
71020	бузотер	1	lower_lexical_3plus
71021	бузук	1	lower_lexical_3plus
71022	бузукъ	1	lower_lexical_3plus
71023	буйалып	1	lower_lexical_3plus
71024	буйволар	1	lower_lexical_3plus
71025	буйга	1	lower_lexical_3plus
71026	буййынса	1	lower_lexical_3plus
71027	буйлайына	1	lower_lexical_3plus
71028	буйлапкүмәкләп	1	lower_lexical_3plus
71029	буйы-Һырдаръя	1	lower_hyphenated
71030	буйынадауалау	1	lower_lexical_3plus
71031	буйынга	1	lower_lexical_3plus
71032	буйынла	1	lower_lexical_3plus
71033	буйынс	1	lower_lexical_3plus
71034	буйынсаа	1	lower_lexical_3plus
71035	буйынсаиҫәпкә	1	lower_lexical_3plus
71036	буйынсасаралар	1	lower_lexical_3plus
71037	буйынында	1	lower_lexical_3plus
71038	буйҙатып	1	lower_lexical_3plus
71039	буйҡайҙарын	1	lower_lexical_3plus
71040	буйһондоролоуын	1	lower_lexical_3plus
71041	буйһондороуҙы	1	lower_lexical_3plus
71042	буйһондорошоп	1	lower_lexical_3plus
71043	буйһонмалы	1	lower_lexical_3plus
71044	буйһонмаусан	1	lower_lexical_3plus
71045	буйһоноуығыҙҙы	1	lower_lexical_3plus
71046	буквально	1	lower_lexical_3plus
71047	букварының	1	lower_lexical_3plus
71048	буквы	1	lower_lexical_3plus
71049	букинистика	1	lower_lexical_3plus
71050	буккроссингҡа	1	lower_lexical_3plus
71051	букли	1	lower_lexical_3plus
71052	букляларын	1	lower_lexical_3plus
71053	буксирланыусы	1	lower_lexical_3plus
71054	буксирланған	1	lower_lexical_3plus
71055	буксировкалау	1	lower_lexical_3plus
71056	булава	1	lower_lexical_3plus
71057	булаваһы	1	lower_lexical_3plus
71058	булайт	1	lower_lexical_3plus
71059	булалалар	1	lower_lexical_3plus
71060	булалмаҫһың	1	lower_lexical_3plus
71061	буламаясағы	1	lower_lexical_3plus
71062	буламыз	1	lower_lexical_3plus
71063	буланжерит	1	lower_lexical_3plus
71064	буларак	1	lower_lexical_3plus
71065	булараҡасыла	1	lower_lexical_3plus
71066	булараҡҡа	1	lower_lexical_3plus
71067	булараҡүҫешә	1	lower_lexical_3plus
71068	булараҡһүҙ	1	lower_lexical_3plus
71069	буларға	1	lower_lexical_3plus
71070	буларҡ	1	lower_lexical_3plus
71071	буласаҡлығын	1	lower_lexical_3plus
71072	буласың-мы	1	lower_hyphenated
71073	булатип	1	lower_lexical_3plus
71074	булатов	1	lower_lexical_3plus
71075	булатория	1	lower_lexical_3plus
71076	булаштыра	1	lower_lexical_3plus
71077	булаңмы	1	lower_lexical_3plus
71078	булаһа	1	lower_lexical_3plus
71079	булаһылар	1	lower_lexical_3plus
71080	булаһымды	1	lower_lexical_3plus
71081	булаһымын	1	lower_lexical_3plus
71082	булаһына	1	lower_lexical_3plus
71083	булаһығыҙҙыр	1	lower_lexical_3plus
71084	булаһьщ	1	lower_lexical_3plus
71085	булбеләрҙә	1	lower_lexical_3plus
71086	булгангамы	1	lower_lexical_3plus
71087	булгас	1	lower_lexical_3plus
71088	булдары	1	lower_lexical_3plus
71089	булдерҙе	1	lower_lexical_3plus
71090	булдрыу	1	lower_lexical_3plus
71091	булдырлған	1	lower_lexical_3plus
71092	булдырмаҫлыҡ	1	lower_lexical_3plus
71093	булдыры	1	lower_lexical_3plus
71094	булдырылырыға	1	lower_lexical_3plus
71095	булдырылғанлығын	1	lower_lexical_3plus
71096	булдырырғакилештек	1	lower_lexical_3plus
71097	булдырыусан	1	lower_lexical_3plus
71098	булдырыусыэнергия	1	lower_lexical_3plus
71099	булеге	1	lower_lexical_3plus
71100	булек	1	lower_lexical_3plus
71101	булем	1	lower_lexical_3plus
71102	булеуҙе	1	lower_lexical_3plus
71103	булеү	1	lower_lexical_3plus
71104	буллёзлы	1	lower_lexical_3plus
